id,code,date,customer,qty_input,qty_output,output_per_hour,lot_number,screw_config,machine_no,feed_rate,rpm,screen,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,resin_used,remarks
830,MA13810E,31-Jul-21,INCON,,48.16,4.04,5424AG-5425AG,STD,6,15,400,-,180,190,180,180,180,,,,,,,,,,
831,GA4921E,2-Aug-21,Everest,,1497.27,79.85,5372AG-5402AG,STD,5,340,380,40/40,170,170,170,170,170,160,160,160,160,150,150,,,,
832,BA3925E,2-Aug-21,Evergood,,98.5,65.67,5427AG-5428AG,STD,3,10,25,40/40,150,150,150,150,150,130,130,,,,,,,,
833,BA3925E,2-Aug-21,Evergood(corr),,170.97,72.24,5429AG-5432AG,STD,3,10,25,40/40,150,150,150,150,150,130,130,,,,,,,,
834,WA5870E,2-Aug-21,ISLAND,,501.3,99.93,5416AG-5420AG,STD,8,270,45,80/80,190,190,190,190,180,180,180,170,170,170,160,,,,VACUUM ON
835,KA5796E,30-Jul-21,Incon(corr),,103.5,65.37,5421AG-5422AG,STD,5,80,220,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
836,WA12282E,23-Jul-21,PACKAGE WORLD,,1911.46,62.84,5106AG-5112AG,STD,8,22,150,60/60,150,150,150,150,140,140,140,140,130,130,,,,,
837,WA1400E,3-Aug-21,ALLIED,,1002.02,105.15,5490AG-5493AG,STD,8,33,280,60/60,190,190,190,190,180,180,180,170,170,170,160,,,,VACUUM ON
838,WA5835E,3-Aug-21,Heritage,,99.35,110.39,5498AG,STD,8,45,300,60/60,170,170,170,160,160,160,160,160,160,150,150,,,,
839,BA13023E,3-Aug-21,GENSTAR,,272.54,49.85,5500AG-5505AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
840,VA4086E,3-Aug-21,Alphatech,,685.22,114.33,5433AG-5446AG,STD,3,20,34,40/40,160,160,160,140,140,140,130,,,,,,,,VACUUM ON
841,YA7345E,3-Aug-21,BENNY,,196.56,57.81,5447AG-5450AG,STD,5,120,400,60/60,170,170,170,170,170,170,160,160,160,150,150,,,,VACUUM ON
842,GA9050E,3-Aug-21,Polytechnique,,30.43,73.03,5426AG,STD,5,200,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
843,GA6246E,3-Aug-21,PLASTIMER,,74.13,57.76,5472AG-5473AG,STD,5,15,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
844,WA12282E,4-Aug-21,PACKAGE WORLD,,3000,65.19,5267AG-5276AG,STD,8,22,150,60/60,150,150,150,150,140,140,140,140,130,130,,,,,
845,WA6947E,4-Aug-21,ATLANTA,,249.15,93.43,5517AG-5521AG,STD,8,70,350,60/60,180,200,200,200,200,180,180,180,180,180,180,,,,VACUUM ON
846,VA4869E,4-Aug-21,EVERGOOD,,150,100,5534AG-5536AG,STD,3,22,36,40/40,150,150,150,150,150,130,130,,,,,,,,
847,BA3018E,4-Aug-21,Evergood,,151.81,67.47,5537AG-5539AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
848,BA7924E,4-Aug-21,AMAZON,,494.45,74.35,5477AG-5487AG,STD,3,7.1,35,40/40,150,140,130,130,140,140,140,,,,,,,,
849,BA7924E,4-Aug-21,AMAZON,,98.7,73.11,5488AG-5489AG,STD,3,7.1,35,40/40,150,140,130,130,140,140,140,,,,,,,,
850,IA12399E,4-Aug-21,SUMMIT,,53.16,23.63,5522AG,STD,5,15,300,60/60,180,200,180,180,180,180,180,180,180,180,180,,,,75-105 PPG
851,IA6314E,4-Aug-21,SMYPC-MPP,,913.42,65.79,5508AG-5516AG,STD,5,120,200,40,100,100,100,100,100,100,100,100,100,120,120,,,,
852,WA12282E,4-Aug-21,PACKAGE WORLD,,1948.8,66.29,5277AG-5283AG,STD,8,22,150,60/60,150,150,150,150,140,140,140,140,130,130,,,,,
853,IA6314E,5-Aug-21,SMYPC-MPP(corr),,177,48.27,5552AG-5557AG,STD,3,6.5,13,40,130,120,100,100,100,100,120,,,,,,,,Pelletizer Speed : 500
854,IA4796E,5-Aug-21,ASSOC. WIRE,,109.03,96.2,5540AG-5541AG,STD,3,8.5,20,40/40,160,95,95,100,120,120,120,,,,,,,,
855,RA12372E,5-Aug-21,SPI,,504.45,99.89,5523AG-5533AG,STD,5,20,380,60/60,170,170,170,170,170,170,160,160,160,150,150,,,,
856,GA2595E,5-Aug-21,SUAREX,,38.16,11.62,5506AG-5507AG, STD ,5,200,250,40/40,200,220,220,220,220,220,220,220,220,220,220,,,,VACUUM ON/COIL SCREW
857,GA6246E,6-Aug-21,PLASTIMER(corr),,75.44,58.58,5547AG-5548AG,STD,3,22,36,40/40,180,200,180,180,180,180,180,,,,,,,,
858,RA7347E,6-Aug-21,BENNY,,500,45.8,5451AG-5460AG,STD,5,7.5,220,60/60,180,180,170,170,160,160,160,160,160,160,160,,,,VACUUM ON
859,RA12706E,6-Aug-21,PLEXCO,,53.72,46.71,5546AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
860,BA4701E,6-Aug-21,INCON,,102.61,32.07,5570AG-5572AG,STD,3,30,40,40/40,180,200,180,180,180,180,180,,,,,,,,
861,BA12615E,6-Aug-21,PLEXCO,,241.95,53.77,5558AG-5562AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
862,WA6365E,7-Aug-21,ISLAND,,1991.19,93.63,5563AG-5569AG,STD,3,16,18,60/60,160,150,140,150,140,140,130,,,,,,,,VACUUM ON
863,GA2595E,7-Aug-21,UCC,,120.8,27.56,5577AG-5581AG, STD ,5,200,250,40/40,200,220,220,220,220,220,220,220,220,220,220,,,,VACUUM ON/COIL SCREW
864,UA11287E,9-Aug-21,SMYPC-MPP,,3017.97,76.13,5629AG-5659AG,STD,8,24,190,40,170,170,160,160,160,150,150,150,150,150,,,,,
865,BA5516E,9-Aug-21,SMYPC-MPP,,8600,70.4,5660AG-5831AG,STD,5,75,150,40,105,105,100,100,100,100,100,100,100,110,110,,,,
866,YA12705E,9-Aug-21,PLEXCO,,130.13,69.71,5543AG-5545AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
867,BA7883E,9-Aug-21,EASTERN,,155.53,69.12,5573AG-5576AG,STD,3,7.5,28,60/60,160,180,180,180,180,180,160,,,,,,,,VACUUM ON
868,BA7924E,9-Aug-21,AMAZON(corr),,101.66,87.14,5834AG-5835AG,STD,5,100,400,40/40,180,180,180,180,180,180,180,180,160,160,160,,,,
869,BA7924E,9-Aug-21,AMAZON,,10,20,5833AG,STD,5,100,400,40/40,180,180,180,180,180,180,180,180,160,160,160,,,,
870,KA2871E,10-Aug-21,EVEREST,,1247.98,83.94,5603AG-5628AG,STD,3,8.4,35,40/40,150,150,150,150,150,130,130,,,,,,,,VACUUM ON
871,DA5176E,10-Aug-21,EVEREST,,1013.3,87.48,5582AG-5602AG,STD,3,17,12-8.3,40/40,130,115,120,120,115,115,115,,,,,,,,
872,WA5870E,10-Aug-21,ISLAND,,494.22,97.54,5838AG-5842AG,STD,8,270,45,80/80,190,190,190,190,180,180,180,170,170,170,160,,,,VACUUM ON
873,GA2595E,13-Oct-21,alcos,,201.36,27.65,8136AG-8143AG, STD ,3,8,28,40/40,220,220,200,200,200,200,,,,,,,,,VACUUM ON/COIL SCREW
874,OA7922E,11-Aug-21,AMAZON,,296.35,38.99,5843AG-5849AG,STD,3,30,40,40/40,160,180,180,180,180,180,160,,,,,,,,
875,BA9550E,11-Aug-21,PLASTIMER,,53.7,49.57,5832AG,STD,3,30,40,40/40,180,200,180,180,180,180,180,,,,,,,,
876,WA11278E,11-Aug-21,FORTUNE DARUMA,,247.51,35.87,5851AG-5852AG,STD,8,18,120,40/40,160,160,150,150,150,150,150,150,150,150,,,,,
877,IA1770E,12-Aug-21,EVERBRIGHT,,999.46,49.89,5900AG-5940AG,STD,3,15,32,40/40,150,150,150,150,150,130,130,,,,,,,,VACUUM ON
878,RA7347E,12-Aug-21,BENNY,,503.02,40.03,5461AG-5471AG,STD,3,7.6,28,60/60,160,150,140,140,90,90,90,,,,,,,,VACUUM ON
879,BA4140E,13-Aug-21,EVERBRIGHT,,990.8,53.65,5941AG-5980AG,STD,3,30,40,60/60,150,150,150,150,150,130,130,,,,,,,,
880,CA13408E,11-Aug-21,SMYPC-MPP,,58.36,22.59,5981AG-5982AG,STD,3,5,20,40/40,150,150,150,140,140,140,140,,,,,,,,
881,BA9550E,13-Aug-21,PLASTIMER,,53.67,48.84,6034AG,STD,3,30,40,40/40,180,200,180,180,180,180,180,,,,,,,,
882,BA5516E,14-Aug-21,SMYPC-MPP,,1477.65,61.1,5871AG-5899AG; 6103AG,STD,5,75,150,40,105,105,100,100,100,100,100,100,100,110,110,,,,
883,RA5277E,14-Aug-21,EVERGOOD,,759,70.93,5984AG-5999AG,STD,3,36,40,40/40,150,150,150,150,150,130,130,130,,,,,,,VACUUM ON
884,YA4249E,16-Aug-21,MOLDEX,,2042.43,78.44,6035AG-6075AG,STD,5,220,400,40/40,200,200,180,170,170,170,170,160,160,160,160,,,,
885,BA9910E,16-Aug-21,Everest,,100,80,6076AG-6077AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
886,BA9550E,16-Aug-21,PLASTIMER(corr),,55.95,51.65,6078AG-6079AG,STD,3,30,40,40/40,180,200,180,180,180,180,180,,,,,,,,
887,BA9550E,16-Aug-21,PLASTIMER,,28,42,6080AG,STD,3,30,40,40/40,180,200,180,180,180,180,180,,,,,,,,
888,GA4178E,16-Aug-21,PSP,,293.85,50.23,6000AG-6011AG,STD,3,15,22,60/60,150,150,150,150,150,130,130,,,,,,,,
889,WA1400E,16-Aug-21,ALLIED,,498.25,106.77,6029AG-6033AG,STD,8,33,280,60/60,190,190,190,190,180,180,180,170,170,170,160,,,,VACUUM ON
890,WA12282E,17-Aug-21,PACKAGE WORLD,,850,64.97,6012AG-6014AG,STD,8,22,150,60/60,150,150,150,150,140,140,140,140,130,130,,,,,
891,VA4086E,17-Aug-21,Alphatech,,442.2,62.28,6093AG-6101AG,STD,3,20,34,40/40,160,160,160,140,140,140,130,,,,,,,,VACUUM ON
892,VA4086E,17-Aug-21,Alphatech,,700,63.64,5857AG-5870AG,STD,3,20,34,40/40,160,160,160,140,140,140,130,,,,,,,,VACUUM ON
893,GA8610E,18-Aug-21,AMAZON,,577.9,73.46,6081AG-6092AG,STD,3,30,21,40/40,160,180,180,180,180,180,160,,,,,,,,
894,GA13854E,18-Aug-21,RE-IMAGINE,,49.61,62.01,6104AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
895,BA9910E,18-Aug-21,Everest,,100,80,6147AG-6148AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
896,BA9910E,18-Aug-21,Everest(corr),,110,82.5,6149AG-6152AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
897,MA11346E,18-Aug-21,GILVAN,,53.98,43.18,6131AG-6132AG,STD,5,200,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
898,YA5868E,18-Aug-21,ARC,,297,132.99,6125AG-6130AG,STD,5,200,400,40/40,110,120,140,160,160,160,160,160,160,150,150,,,,
899,UA8910E,18-Aug-21,STARKSON,,1314.79,73.8,6134AG-6146AG,STD,7,26,150,60/60,190,190,190,180,180,170,170,160,160,160,150,150,,,
900,KA9045E,19-Aug-21,EVEREST,,970.36,100.73,6105AG-6124AG,STD,5,200,380,40/40,170,170,170,170,170,170,160,160,160,150,150, ,,,
901,BA9910E,19-Aug-21,Everest,,418.87,83.77,6154AG-6162AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
902,YA5868E,19-Aug-21,ARC,,2182.25,77.02,6163AG-6206AG,STD,5,200,400,40/40,110,120,140,160,160,160,160,160,160,150,150,,,,
903,WA12282E,19-Aug-21,PACKAGE WORLD,,4096,54.76,6014AG-6028AG,STD,8,22,150,60/60,150,150,150,150,140,140,140,140,130,130,,,,,
904,VA4086E,23-Aug-21,Alphatech,,591.83,65.16,6208AG-6219AG,STD,3,20,34,40/40,160,160,160,140,140,140,130,,,,,,,,VACUUM ON
905,BA7883E,23-Aug-21,EASTERN,,98.87,64.48,6240AG-6241AG,STD,3,7.5,28,60/60,160,180,180,180,180,180,160,,,,,,,,VACUUM ON
906,TA11781E,23-Aug-21,SMYPC-MPP,,200,72.73,6223AG-6226AG,STD,5,15,250,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
907,TA11781E,23-Aug-21,SMYPC-MPP,,100,200,6227AG-6228AG,STD,5,15,250,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
908,RA5277E,21-Aug-21,EVERGOOD,,24.52,42.03,6207AG,STD,5,150,380,40/40,160,160,160,160,150,150,150,140,140,130,130,,,,
909,GA8610E,23-Aug-21,AMAZON,,27.31,36.41,6222AG,STD,5,200,380,40/40,180,180,180,180,180,180,180,180,160,160,140,,,,
910,KA4309E,24-Aug-21,ZENAM,,126.91,63.43,6252AG-6254AG,STD,5,140,350,60/60,160,160,160,160,150,150,150,140,140,140,140,,,,
911,YA4584E,24-Aug-21,ZENAM,,124.23,67.76,6249AG-6251AG,STD,5,250,230,60/60,160,160,160,160,160,160,160,160,150,150,150,,,,
912,SA11780E,23-Aug-21,SMYPC-MPP,,506.82,102.39,6229AG-6239AG,STD,5,15,250,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
913,BA13023E,24-Aug-21,GENSTAR,,498.87,52.33,6255AG-6264AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
914,VA4086E,24-Aug-21,Alphatech,,103.26,60.15,6220AG-6221AG,STD,3,20,34,40/40,160,160,160,140,140,140,130,,,,,,,,VACUUM ON
915,WA12282E,24-Aug-21,PACKAGE WORLD,,294.08,56.37,6271AG,STD,8,22,150,60/60,150,150,150,150,140,140,140,140,130,130,,,,,
916,BA7883E,24-Aug-21,EASTERN,,257.86,67.27,6265AG-6270AG,STD,5,200,380,60/60,180,180,180,180,180,180,180,160,160,140,140,,,,
917,VA4869E,25-Aug-21,EVERGOOD,,154.47,70.75,6302AG-6305AG,STD,3,22,36,40/40,150,150,150,150,150,130,130,,,,,,,,
918,IA6314E,25-Aug-21,SMYPC-MPP,,248.89,46.67,6243AG-6247AG,STD,3,6.5,13,40,130,120,100,100,100,100,120,,,,,,,,Pelletizer Speed : 500
919,YA5188E,25-Aug-21,Evergood,,153.28,119.44,6299AG-6301AG,STD,5,180,400,40/40,170,170,170,160,160,160,160,160,140,140,140,,,,
920,DA5173E,25-Aug-21,Evergood,,100.5,100.5,6306AG-6307AG,STD,5,200,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
921,MA7758E,25-Aug-21,CYBERMANN,,294.45,49.77,6272AG-6283AG,STD,5,90,400,40/40,180,200,150,150,180,180,180,180,180,180,180,,,,
922,YA5124E,26-Aug-21,EVERGOOD,,741.41,70.95,6284AG-6298AG,STD,5,160,400,40/40,180,180,170,160,160,160,160,140,140,140,140,,,,
923,WA2123E,26-Aug-21, KPC,,50,185.87,6308AG,STD,8,70,400,60/60,180,200,180,180,180,180,180,180,180,180,180,180,180,,
924,WA14297E,26-Aug-21,NMH,,510.92,103.56,6358AG-6362AG,STD,8,35,250,60/60,220,220,220,220,180,180,180,180,180,180,180,180,,,(52-62 PPG)
925,WA2123E,26-Aug-21, KPC,,5813.16,341.63,6308AG-6347AG,STD,7,60,200,60/60,220,220,200,200,200,200,200,200,180,180,,,,,VACUUM ON
926,WA5870E,27-Aug-21,ISLAND,,105,70,6348AG,STD,8,270,45,80/80,190,190,190,190,180,180,180,170,170,170,160,,,,VACUUM ON
927,WA6947E,26-Aug-21,ATLANTA,,242.88,220.8,6363AG-6364AG,STD,7,35,185,40/40,220,220,220,200,200,200,200,200,180,180,,,,,VACUUM ON
928,OA9199E,27-Aug-21,ASY,,187.16,37.68,6365AG-6368AG,STD,5,110,400,100/100,170,170,170,170,170,170,160,160,160,150,150,,,,
929,BA9159E,28-Aug-21,EVEREST,,2993,100.32,6401AG-6461AG,STD,5,200,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
930,MA7758E,31-Aug-21,CYBERMANN(corr),,293.69,55.07,6466AG-6477AG,STD,3,6.6,28,40/40,180,200,180,180,180,180,180,,,,,,,,
931,VA4869E,31-Aug-21,Evergood(corr),,154.4,70.18,6462AG-6465AG,STD,3,22,36,40/40,150,150,150,150,150,130,130,,,,,,,,
932,WA6168E-I,31-Aug-21,GILVAN,,2928.7,219.38,6369AG-6398AG,STD,7,30,150,80/80,200,200,180,170,170,160,160,150,130,130,,,,,VACUUM ON
933,WA5870E,1-Sep-21,ISLAND,,866.63,224.13,6349AG-6357AG,STD,7,46,160,80/80,200,200,200,180,180,170,170,150,120,120,,,,,VACUUM ON
934,RA2187E,1-Sep-21,Incon,,52.58,48.54,6492AG,STD,5,80,250,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
935,OA9199E,1-Sep-21,ASY,,16.86,33.72,6490AG,STD,5,110,400,100/100,170,170,170,170,170,170,160,160,160,150,150,,,,
936,BA14304E,1-Sep-21,PHIL-TOP,,254.4,67.84,6478AG-6483AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
937,GA14271E,1-Sep-21,PHIL-TOP,,255.65,68.17,6484AG-6489AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
938,WA2123E,1-Sep-21, KPC,,3146.7,263.69,6507AG-6527AG,STD,7,60,200,60/60,220,220,200,200,200,200,200,200,180,180,,,,,VACUUM ON
939,WA3827E,2-Sep-21,EASTERN,,410.53,126.32,6531AG-6534AG,STD,7,30,180,40/40,210,210,190,190,180,180,180,160,140,140,,,,,VACUUM ON
940,BA6822E,2-Sep-21,Cebu Hi Q,,99.07,100.75,6529AG-6529AG,STD,5,200,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,Pelletizer RPM 255
941,BA3018E,2-Sep-21,Evergood,,250.65,80.85,6501AG-6505AG,STD,5,150,300,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
942,VA4086E,2-Sep-21,Alphatech,,392.9,65.85,6493AG-6500AG,STD,5,100,380,40/40,160,160,160,160,160,160,150,150,150,140,140,,,,VACUUM ON
943,VA4869E,2-Sep-21,Evergood(corr),,162.36,69.58,6541AG-6543AG,STD,5,80,400,40/40,120,140,150,150,150,150,150,150,140,140,140,,,,
944,WA12282E,3-Sep-21,PACKAGE WORLD,,2478.4,66.62,6546AG-6555AG,STD,8,22,150,60/60,150,150,150,150,140,140,140,140,130,130,,,,,
945,WA5870E,3-Sep-21,IN-HOUSE,,496.63,101.01,6536AG-6540AG,STD,8,270,45,80/80,190,190,190,190,180,180,180,170,170,170,160,,,,VACUUM ON
946,GA7505E,3-Sep-21,TRADESPHERE,,22.84,76.13,6557AG,STD,5,200,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
947,WA6168E-I,4-Sep-21,GILVAN,,47.31,94.62,6562AG,STD,7,30,150,80/80,200,200,180,170,170,160,160,150,130,130,,,,,VACUUM ON
948,WA5870E,3-Sep-21,ISLAND,,978.74,277,6563AG-6572AG,STD,7,46,160,80/80,200,200,200,180,180,170,170,150,120,120,,,,,VACUUM ON
949,VA4869E,3-Sep-21,EVERGOOD,,150,64.29,6559AG-6561AG,STD,5,80,400,40/40,120,140,150,150,150,150,150,150,140,140,140,,,,
950,WA5840E,6-Sep-21,TFT,,2267.82,212.73, 6574AG-6596AG ,STD,7,30,150,60/60,170,170,170,170,170,160,160,160,120,120,,,,,VACUUM ON
951,WA5840E,6-Sep-21,TFT,,195,212.73, 6597AG-6598AG ,STD,7,30,150,60/60,170,170,170,170,170,160,160,160,120,120,,,,,VACUUM ON
952,GA4440E,7-Sep-21,Plastimer,,72.9,50.28,6601AG; 6602AG,STD,3,13,40,40/40,180,200,180,180,180,180,180,,,,,,,,
953,GA8074E,7-Sep-21,EASTERN,,150,79.65,6603AG-6605AG,STD,3,8,16,40/40,140,130,130,130,120,120,120,,,,,,,,
954,VA4086E,7-Sep-21,EASTERN,,496.67,70.77,6611AG-6620AG,STD,5,100,380,40/40,160,160,160,160,160,160,150,150,150,140,140,,,,VACUUM ON
955,KA9732E,7-Sep-21,Alphatech,,54.88,65.86,6573AG,STD,5,200,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
956,GA3933E,8-Sep-21,MOLDEX,,2037.04,58.73,6621AG-6660AG,STD,3,18,30,40/40,180,200,180,180,180,180,180,,,,,,,,
957,GA13389E,9-Jul-21,OMNIPACK,,79.54,72.31,6687AG; 6733AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
958,RA7347E,8-Sep-21,BENNY,,806,36.64,6670AG-6686AG,STD,5,7.5,220,60/60,180,180,170,170,160,160,160,160,160,160,160,,,,VACUUM ON
959,BA1761E,8-Sep-21,MOLDEX,,371.56,60.58,6662AG-6669AG,STD,5,260,400,60/60,180,180,180,180,180,180,180,180,160,180,180,,,,VACUUM ON
960,WA3827E,8-Sep-21,EASTERN,,499.28,58.74,6606AG-6610AG,STD,5,20,380,40/40,180,180,180,180,180,180,180,180,160,160,140,,,,VACUUM ON
961,YA4584E,9-Sep-21,MGQ,,996.53,96.59,6688AG-6707AG,STD,5,250,230,60/60,160,160,160,160,160,160,160,160,150,150,150,,,,
962,WA6365E,9-Sep-21,PHILPLAST,,354.83,46.38,6729AG-6732AG; 6805AG,STD,5,200,380,60/60,170,170,170,170,170,170,160,160,160,150,150,,,,
963,WA11278E,10-Sep-21,FORTUNE DARUMA,,996.12,47.47,6710AG-6719AG,STD,8,18,120,40/40,160,160,150,150,150,150,150,150,150,150,,,,,
964,IA7720E,10-Sep-21,PSP,,502.58,62.82,6743AG-6763AG,STD,3,40,36,60/60,150,150,150,150,150,130,130,,,,,,,,VACUUM ON
965,GA8074E,10-Sep-21,EASTERN,,356.89,78.44,6734AG-6741AG,STD,3,8,16,40/40,140,130,130,130,120,120,120,,,,,,,,
966,IA9154E,10-Sep-21,UNA,,987.07,51.59,6764AG-6804AG,STD,3,16,36,60/60,150,150,150,150,150,130,130,,,,,,,,
967,WA14297E,15-Sep-21,NMH,,497,126.89,6806AG-6810AG,STD,7,40,150,60/60,210,200,200,180,180,180,180,180,180,180,200,200,,,(52-62 PPG)
968,RA5277E,13-Sep-21,EVEREST,,995.54,80.72,6811AG-6831AG,STD,5,150,380,40/40,160,160,160,160,150,150,150,140,140,130,130,,,,
969,CA1578E,14-Sep-21,JR HOLSTER,,102.37,67.5,6708AG-6709AG,STD,5,250,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
970,BA4701E,14-Sep-21,INCON,,55,30,6721AG,STD,5,150,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
971,WA12282E,13-Sep-21,PACKAGE WORLD,,2566.31,68.59,6832AG-6841AG,STD,8,22,150,60/60,150,150,150,150,140,140,140,140,130,130,,,,,
972,GA4921E,13-Sep-21,Evergood,,260.87,66.61,6722AG-6727AG,STD,3,10,18,40/40,130,130,130,120,120,120,120,,,,,,,,
973,WA13000E,15-Sep-21,PREMIER,,1494,213.43,6870AG-6879AG; 6942AG-6976AG,STD,7,38,160,40/40,200,180,170,170,160,160,150,150,160,170,,,,,
974,YA13953E,15-Sep-21,AG CANPRINT,,253.79,47.88,6842AG-6847AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
975,WA3827E,15-Sep-21,RBV,,47.97,62.57,6921AG,STD,3,40,30,40/40,160,180,180,180,180,180,160,,,,,,,,
976,BA7883E,15-Sep-21,EASTERN,,344.42,67.53,6848AG-6854AG,STD,3,7.5,28,60/60,160,180,180,180,180,180,160,,,,,,,,VACUUM ON
977,YA5124E,16-Sep-21,EVERGOOD,,1016.03,72.83,6880AG-6900AG,STD,3,60,50,40/40,175,175,150,150,150,130,130,,,,,,,,
978,WA6168E-I,16-Sep-21,GILVAN,,2007.87,228.6,6901AG-6920AG,STD,7,30,150,80/80,200,200,180,170,170,160,160,150,130,130,,,,,VACUUM ON
979,RA7886E,16-Sep-21,EASTERN,,704.67,95.01,6855AG-6869AG,STD,5,110,400,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
980,KA14408E,16-Sep-21,PHIL-TOP,,129.03,53.39,6939AG-6941AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
981,SA14369E,16-Sep-21,RBV,,27.75,24.49,6932AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
982,YA5917E,17-Sep-21,EVERGOOD,,368.33,43.16,6947AG-6954AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
983,OA2469E,17-Sep-21,H & E,,500,90.1,6922AG-6931AG,STD,5,160,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
984,WA5835E,17-Sep-21,EVERGOOD,,698.69,182.27,6974AG-6980AG,STD,7,40,150,60/60,200,200,180,170,160,140,140,140,120,120,,,,,VACUUM ON
985,BA14306E,17-Sep-21,PHIL-TOP,,127.7,60.33,6933AG-6935AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
986,GA14407E,17-Sep-21,PHIL-TOP,,129.7,74.11,6933AG-6935AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
987,MA5180E,18-Sep-21,EVEREST,,252.37,62.31,6986AG-6995AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
988,YA6053E,18-Sep-21,EVEREST,,369.44,42.39,6966AG-6973AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
989,WA5870E,18-Sep-21,PRIMEPACK,,2964.78,244.4,7136AG-7165AG,STD,7,46,160,80/80,200,200,200,180,180,170,170,150,120,120,,,,,VACUUM ON
990,WA1400E,18-Sep-21,INCON,,495.03,288.37,6981AG-6985AG,STD,7,25,160,60/60,180,180,170,170,170,150,150,150,120,120,,,,,VACUUM ON
991,VA4869E,16-Sep-21,EVERGOOD,,0.83,1.99,6720AG,STD,6,7,400,-,160,170,160,160,160,160,,,,,,,,,
992,BA9159E,20-Sep-21,Evergood,,984.38,72.12,6996AG-7015AG,STD,3,26,34,40/40,150,150,150,150,150,130,130,,,,,,,,VACUUM ON
993,MA7758E,21-Sep-21,CYBERMANN,,399.2,43.09,7166AG-7181AG,STD,5,90,400,40/40,180,200,150,150,180,180,180,180,180,180,180,,,,
994,IA1770E,21-Sep-21,EVERBRIGHT,,489.55,43.91,7016AG-7035AG,STD,5,270,400,40/40,160,160,160,160,160,160,150,150,150,140,140,,,,
995,BA5516E,21-Sep-21,SMYPC-MPP,,5000,43.74,7036AG-7135AG,STD,3,5.5,15,40,130,130,120,120,120,110,110,,,,,,,,VACUUM ON
996,WA5840E,22-Sep-21,TFT,,2469.92,234.12, 7193AG-7217AG ,STD,7,30,150,60/60,170,170,170,170,170,160,160,160,120,120,,,,,VACUUM ON
997,GA2595E,22-Sep-21,alcos,,98.86,31.55,7218AG-7221AG, STD ,5,200,250,40/40,200,220,220,220,220,220,220,220,220,220,220,,,,VACUUM ON/COIL SCREW
998,BA13023E,22-Sep-21,GENSTAR,,492.65,50.1,7183AG-7192AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
999,RA7487E,22-Sep-21,GENSTAR,,125,66.96,6961AG-6963AG,STD,5,300,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
1000,OA2469E,22-Sep-21,H & E,,502.66,100.53,7323AG-7332AG,STD,5,160,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
