id, Code ,Date, Customer , Qty Input (Kg) , Qty Output (Kg) , Output/Hr , Lot #'s ,Screw Config., MC # , Feed Rate , RPM ,Screen,Z13,Z12, Z11 , Z10 , Z9 , Z8 , Z7 , Z6 , Z5 , Z4 , Z3 , Z2 , Z1 , Resin used , REMARKS 
3247,TA14363E,1-Mar-23,TERUMO,, 53.83 , 24.10 ,7784AI-7785AI,STD,1,55,250,40/40,,,,180,180,180,180,180,180,180,180,200,180,,3mmx3mm Pellet size
3248,UA8910E,1-Mar-23,STARKSON,, 14.75 , 25.29 ,7921AI,STD,1,70,290,60/60,,,150,150,160,160,160,160,160,160,160,140,120,,RUBBER
3249,BA9159E,1-Mar-23,EVEREST,," 1,414.00 ", 82.77 ,7830AI-7858AI,STD,8,15,300,40/40,,150,150,160,160,160,160,160,160,170,170,180,180,,LDPE(HMI)
3250,BA15494E,1-Mar-23,PHIL-TOP,, 128.07 , 63.51 ,7975AI-7977AI,STD,8,8,250,40/40,,150,150,150,150,150,150,150,150,160,160,170,170,,LDPE(HMI)
3251,CA1578E,1-Mar-23,JR HOLSTER,, 104.11 , 62.47 ,7929AI-7930AI,STD,8,15,300,40/40,,160,160,160,160,160,160,170,170,170,170,170,170,,LDPE(HMI)
3252,BA5516E,2-Mar-23,SMYPC(trial),, 243.00 , 48.93 ,7970AI-7974AI,STD,3,5.5,15,40,,,,,,,110,110,100,100,130,120,150,,VACUUM ON/LDPE(HMI)
3253,MA13810E,2-Mar-23,INCON,, 70.35 , 49.66 ,7989AI-7991AI,STD,8,9,180,40/40,,190,190,180,180,180,180,180,180,180,180,200,180,,PP
3254,OA8984E,2-Mar-23,Evergood,, 507.64 , 70.02 ,7948AI-7958AI,STD,8,8,250,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3255,BA5516E,2-Mar-23,SMYPC(trial),, 50.00 , 46.15 ,7965AI,STD,3,5,10,40,,,,,,,110,110,100,100,130,120,150,,VACUUM ON/LDPE(HMI)
3256,YA5993E,3-Mar-23,EVERGOOD,, 506.67 , 72.38 ,7978AI-7988AI,STD,8,12,350,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3257,YA5124E,3-Mar-23,EVERGOOD,, 490.65 , 71.80 ,7968AI-7969AI; 8001AI-8008AI,STD,8,10,250,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3258,BA2091E,2-Mar-23,GREENPACK,, 995.00 , 85.29 ,8009AI-8028AI,STD,3,20,34,60/60,,,,,,,150,150,140,140,140,150,160,,Pelletizer RPM 1400 / LDPE HMI
3259,BA2091E,3-Mar-23,GREENPACK,, 252.00 , 91.64 ,8029AI-8033AI,STD,3,20,34,60/60,,,,,,,150,150,140,140,140,150,160,,Pelletizer RPM 1400 / LDPE HMI
3260,BA2091E,3-Mar-23,CEBU HI Q,, 727.77 , 88.21 ,8034AI-8048AI,STD,3,20,34,60/60,,,,,,,150,150,140,140,140,150,160,,Pelletizer RPM 1400 / LDPE HMI
3261,WA11678E,4-Mar-23,INCON,, 294.77 , 65.50 ,7992AI-7994AI,STD,5,20,380,40/40,,160,160,150,150,150,150,150,150,120,130,150,150,,LDPE(HMI)
3262,BA15494E,4-Mar-23,PHIL-TOP,, 8.80 , 44.00 ,8082AI,STD,3,30,40,40/40,,,,,,,140,140,130,130,140,140,150,,LDPE(HMI)
3263,BA15494E,4-Mar-23,PHIL-TOP,, 153.98 , 61.18 ,8078AI-8081AI,STD,3,30,40,40/40,,,,,,,140,140,130,130,140,140,150,,LDPE(HMI)
3264,BA6822E,4-Mar-23,Cebu Hi Q,, 256.78 , 79.83 ,8052AI-8057AI,STD,3,8.3,28,40/40,,,,,,,150,150,140,150,150,150,150,,LDPE(HMI)
3265,BA12013E,4-Mar-23,CEBU HI Q,, 129.95 , 70.66 ,8049AI-8051AI,STD,3,9.4,30,40/40,,,,,,,150,150,140,140,140,150,160,,LDPE(HMI)
3266,BA3925E,4-Mar-23,Evergood,, 256.59 , 64.15 ,7995AI-8000AI,STD,3,30,40,40/40,,,,,,,140,140,130,130,130,140,150,,LDPE(HMI)
3267,GA15711E,4-Mar-23,ADVANCE MOULDINGS,, 247.16 , 82.39 ,8193AI-8197AI,STD,8,20,380,40/40,,150,150,160,160,160,170,170,170,170,170,170,170,,LDPE(HMI) / 56-66 PPG
3268,GA14397E,4-Mar-23,PREMIER,, 54.40 , 50.22 ,8135AI,STD,8,20,380,40/40,,150,150,160,160,160,170,170,170,170,170,170,170,,LDPE(HMI)
3269,GA15496E,4-Mar-23,PHIL-TOP(corr),, 154.00 , 81.77 ,8198AI-8200AI,STD,8,10,300,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3270,GA15496E,4-Mar-23,PHIL-TOP,, 10.00 , 85.71 ,8201AI,STD,8,10,300,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3271,KA9732E,4-Mar-23,Alphatech,, 52.73 , 52.73 ,8192AI,STD,8,11,200,40/40,,160,160,170,170,170,170,170,170,170,170,170,170,,LDPE HMI
3272,KA4309E,4-Mar-23,HYATT PLASTIC,, 9.86 , 73.95 ,7966AI,STD,8,140,350,60/60,,150,150,150,160,160,160,160,170,170,170,170,170,,LDPE HMI
3273,KA4309E,4-Mar-23,HYATT PLASTIC(corr),, 141.00 , 82.94 ,8189AI-8191AI,STD,8,140,350,60/60,,150,150,150,160,160,160,160,170,170,170,170,170,,LDPE HMI
3274,QA15688E,4-Mar-23,CDC,, 210.70 , 50.57 ,8152AI-8156AI,STD,8,120,400,40/40,,180,180,180,180,180,180,180,180,180,180,200,180,,PP
3275,CA1578E,4-Mar-23,JR HOLSTER(corr),, 126.32 , 63.16 ,8149AI-8151AI,STD,8,15,300,40/40,,160,160,160,160,160,170,170,170,170,170,170,170,,LDPE(HMI)
3276,UA8910E,4-Mar-23,STARKSON,," 1,000.00 ", 70.59 ,8058AI-8067AI,STD,5,10,350,60/60,,,150,150,160,160,160,160,160,170,170,170,170,,RUBBER
3277,BA5516E,4-Mar-23,SMYPC,," 2,569.70 ", 85.66 ,8083AI-8134AI,STD,3,5.5,15,40,,,,,,,110,110,100,100,140,150,150,,VACUUM ON/LDPE(HMI)
3278,MA4088E,7-Mar-23,STARKSON,, 246.60 , 71.13 ,8068AI-8077AI,STD,8,9,280,40/40,,150,150,150,150,150,160,160,160,170,170,170,170,,LDPE HMI
3279,GA12411E,5-Mar-23,GENSTAR,, 243.26 , 64.87 ,7959AI-7963AI,STD,8,15,380,40/40,,180,180,180,180,180,180,180,180,180,180,200,200,,PP
3280,WA15192E,6-Mar-23,KPC,, 200.00 , 78.95 ,8157AI-8158AI,STD,5,22,140,60/60,,,180,180,180,180,180,180,180,180,180,200,200,,PP
3281,WA15192E,6-Mar-23,KPC,," 3,921.69 ", 75.81 ,8159AI-8188AI; 8202AI-8211AI,STD,5,22,140,60/60,,,190,190,180,180,180,180,190,190,200,200,200,,PP
3282,YA5124E,7-Mar-23,EVERGOOD,, 99.50 , 85.29 ,8144AI-8145AI,STD,8,10,250,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3283,MA13810E,7-Mar-23,INCON(corr),, 69.63 , 55.70 ,8219AI-8220AI,STD,8,9,180,40/40,,190,180,180,180,180,180,180,180,180,180,200,180,,PP
3284,BA2091E,8-Mar-23,CEBU HI Q,, 14.50 , 19.33 ,8236AI,STD,1,80,400,60/60,,,,140,140,150,150,150,150,150,150,140,120,,LDPE(HMI)
3285,OA8984E,8-Mar-23,Evergood,, 25.65 , 25.65 ,8146AI,STD,1,80,40,40/40,,,140,140,150,150,150,150,150,150,150,140,120,,LDPE(HMI)
3286,SA11780E,8-Mar-23,SMYPC,, 307.41 , 83.84 ,8229AI-8235AI,STD,8,13,290,40/40,,150,150,150,160,160,160,170,170,170,170,170,170,,LDPE(HMI)
3287,YA5993E,8-Mar-23,EVERGOOD(corr),, 509.62 , 75.50 ,8277AI-8286AI,STD,8,12,350,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3288,GA8074E,8-Mar-23,GRNN LIRAM,, 199.00 , 59.40 ,8224AI-8227AI,STD,3,6,42,40/40,,,,,,,140,140,130,130,150,150,150,,LDPE HMI
3289,GA2595E,6-Dec-21,UCC,, 0.99 , 0.66 ,0201AH, STD ,3,8,28,40/40,,,,,,,,200,200,200,200,220,220,,VACUUM ON/COIL SCREW
3290,GA5520E,8-Mar-23,H & E,, 54.57 , 54.57 ,8287AI-8288AI,STD,3,10,45,40/40,,,,,,,150,150,140,140,140,150,150,,VACUUM ON / LDPE(HMI)
3291,GA3383E,8-Mar-23,EVEREST,, 374.70 , 59.95 ,8136AI-8143AI,STD,3,15,15,40/40,,,,,,,130,130,120,120,130,140,150,,VACUUM ON / LDPE(HMI)
3292,WA3827E,4-Mar-23,IN-HOUSE(corr),, 61.00 , 61.00 ,7767AI,STD,5,18,400,40/40,,,,200,200,200,180,180,180,180,180,180,180,,VACUUM ON/HDPE(HMI)
3293,WA3827E,4-Mar-23,IN-HOUSE,, 384.86 , 69.97 ,7765AI-7766AI; 7934AI-7935AI,STD,5,18,400,40/40,,,,180,180,180,180,180,180,180,180,180,180,,VACUUM ON/HDPE(HMI)
3294,WA14068E,9-Mar-23,Zeller,, 320.71 , 68.24 ,8291AI-8293AI,STD,8,7,300,40/40,,190,190,180,180,180,180,180,180,180,180,200,200,,HDPE(HMI)
3295,WA3827E,9-Mar-23,ALPHATECH,, 314.25 , 68.81 ,8216AI-8218AI,STD,8,9,350,40/40,,,180,180,180,180,180,180,180,190,190,190,190,,HDPE(HMI)
3296,BA3925E,9-Mar-23,Evergood(corr),, 248.75 , 72.80 ,8315AI-8319AI,STD,8,9,280,40/40,,150,150,160,160,160,160,160,160,160,170,170,170,,LDPE(HMI)
3297,BA3925E,9-Mar-23,Evergood,, 23.38 , 66.80 ,8320AI,STD,8,7,250,40/40,,150,150,160,160,160,160,160,160,160,170,170,170,,LDPE(HMI)
3298,KA4309E,9-Mar-23,HYATT PLASTIC(corr),, 100.00 , 76.92 ,8312AI-8313AI,STD,8,8,350,60/60,,150,150,150,160,160,160,160,170,170,170,170,170,,LDPE HMI
3299,KA4309E,9-Mar-23,HYATT PLASTIC,, 24.77 , 74.31 ,8314AI,STD,8,8,350,60/60,,150,150,150,160,160,160,160,170,170,170,170,170,,LDPE HMI
3300,GA15711E,9-Mar-23,ADVANCE MOULDINGS,, 762.78 , 63.57 ,8294AI-8309AI,STD,3,6,22,40/40,,,,,,,140,140,150,150,150,150,150,,LDPE(HMI) / 56-66 PPG
3301,GA12411E,9-Mar-23,GENSTAR,, 243.37 , 64.04 ,8321AI-8325AI,STD,3,7.5,38,40/40,,,,,,,180,180,180,180,180,200,180,,PP
3302,GA12411E,9-Mar-23,GENSTAR,, 25.00 , 45.45 ,8326AI,STD,3,7.5,35,40/40,,,,,,,180,180,180,180,180,200,180,,PP
3303,RA15775E,8-Mar-23,SANICON,, 54.54 , 54.54 ,8228AI,STD,8,7,300,40/40,,150,150,160,160,160,160,170,170,170,170,170,170,,LDPE HMI / VACUUM ON
3304,YA5124E,9-Mar-23,EVERGOOD(corr),, 25.00 , 75.00 ,8362AI,STD,8,9,280,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3305,YA5124E,9-Mar-23,EVERGOOD,, 24.82 , 62.05 ,8363AI,STD,8,11,300,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3306,YA12705E,10-Mar-23,PLEXCO,, 175.70 , 67.15 ,8331AI-8334AI,STD,8,10,300,40/40,,,150,150,150,150,150,160,160,160,170,170,170,,LDPE(HMI)
3307,MA4088E,10-Mar-23,STARKSON,," 1,763.37 ", 66.33 ,8466AI-8536AI,STD,8,10,350,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE HMI
3308,BA4701E,11-Mar-23,INCON,, 104.18 , 53.43 ,8359AI-8360AI,STD,3,30,40,40/40,,,,,,,180,180,180,180,180,200,180,,PP
3309,BA12615E,11-Mar-23,PLEXCO,, 180.20 , 72.08 ,8327AI-8330AI,STD,3,9,36,40/40,,,,,,,150,150,130,130,140,140,150,,LDPE HMI
3310,IA1770E,9-Mar-23,EVERBRIGHT,, 978.33 , 52.79 ,8237AI-8276AI,STD,3,18,38,60/60,,,,,,,150,150,140,140,140,150,150,,VACUUM ON/LDPE(HMI)
3311,WA15151E,9-Mar-23,PACKAGEWORLD,," 5,000.00 ", 63.09 ,8339A-8358AI,STD,5,9,260,40/40,,,,140,140,150,150,150,160,160,160,160,140,,RUBBER
3312,WA15771E,10-Mar-23,SANICON,, 59.40 , 50.00 ,8148AI,STD,5,20,380,40/40,,,150,150,160,160,170,170,170,170,170,170,170,,LDPE HMI
3313,RA13616E,11-Mar-23,STAR PLASTIC,, 137.50 , 75.00 ,8621AI-8623AI,STD,8,12,320,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3314,IA9912E,11-Mar-23,Evergood,, 259.69 , 97.38 ,8573AI-8578AI,STD,8,13.5,400,40/40,,150,150,160,160,160,160,160,160,160,170,170,170,,LDPE(HMI)
3315,BA5516E,11-Mar-23,SMYPC,," 1,000.00 ", 48.78 ,8581AI-8600AI,STD,3,4,12,40,,,,,,,110,110,100,100,140,150,150,,VACUUM ON/LDPE(HMI)
3316,BA15494E,10-Mar-23,PHIL-TOP,, 170.80 , 66.12 ,8541AI-8544AI,STD,3,7.5,32,40/40,,,,,,,150,150,130,130,140,140,150,,LDPE(HMI)
3317,GA15496E,10-Mar-23,PHIL-TOP(corr),, 171.32 , 63.06 ,8537AI-8540AI,STD,3,9.5,32,40/40,,,,,,,130,130,140,140,140,150,150,,LDPE(HMI)
3318,CA1578E,13-Mar-23,JR HOLSTER,, 158.77 , 71.08 ,8776AI-8779AI,STD,8,10,300,40/40,,160,160,160,160,160,160,170,170,170,170,170,170,,LDPE(HMI)
3319,RA5277E,13-Mar-23,EVERGOOD,, 507.83 , 64.15 ,8562AI-8572AI,STD,8,13,350,40/40,,180,180,180,160,160,160,160,170,170,170,170,170,,LDPE(HMI)
3320,RA2508E,11-Mar-23,Evergood,, 239.10 , 73.57 ,8545AI-8549AI,STD,8,9,350,60/60,,150,150,150,160,160,160,170,170,180,180,190,190,,LDPE(HMI)
3321,CA7876E,13-Mar-23,EASTERN,, 57.31 , 45.85 ,8783AI-8784AI,STD,8,6,300,40/40,,160,160,160,160,170,170,170,170,170,170,180,180,,LDPE(HMI)
3322,BA5516E,13-Mar-23,SMYPC,, 600.00 , 50.00 ,8601AI-8612AI,STD,8,5,160,40,,130,130,115,115,115,115,120,120,120,130,130,130,,LDPE(HMI)
3323,WA11809E,14-Mar-23,KPACK,, 991.40 , 65.00 ,8552AI-8561AI,STD,3,7.5,40,60/60,,,,,,,180,180,180,180,180,200,180,,PP
3324,WA15151E,15-Mar-23,PACKAGEWORLD,," 10,165.94 ", 64.17 ,8735AI-8775AI,STD,5,9,260,40/40,,,,140,140,150,150,150,160,160,160,160,140,,RUBBER
3325,WA15190E,15-Mar-23,NMH,," 3,300.00 ", 60.55 ,8364AI-8396AI,STD,3,8.3,40,60/60,,,,,,,180,180,180,180,180,200,180,,(52-62 PPG) / PP
3326,BA6822E,15-Mar-23,GREENPACK,, 504.86 , 68.07 ,8798AI-8808AI,STD,8,16,380,40/40,,180,180,160,160,160,160,170,170,170,180,180,180,,LDPE(HMI)
3327,BA7924E,15-Mar-23,AMAZON,, 300.00 , 65.45 ,8785AI-8790AI,STD,8,7,200,40/40,,190,190,170,170,170,170,170,170,180,180,200,200,,HDPE(HMI)
3328,BA7924E,15-Mar-23,AMAZON,, 298.30 , 63.92 ,8791AI-8797AI,STD,8,7,200,40/40,,190,190,170,170,170,170,170,170,180,180,200,200,,HDPE(HMI)
3329,BA2091E,16-Mar-23,GREENPACK,," 1,261.70 ", 76.24 ,8809AI-8834AI,STD,8,8,280,60/60,,170,170,160,160,160,170,170,170,200,200,200,200,,LDPE(HMI)
3330,BA12068E,15-Mar-23,EVEREST,, 123.90 , 65.79 ,8836AI-8838AI,STD,8,8,380,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3331,BA5516E,14-Mar-23,SMYPC,," 1,168.86 ", 60.72 ,8624AI-8646AI,STD,8,6.5,125,40,,130,130,120,120,120,120,120,120,120,120,130,130,,LDPE(HMI)
3332,BA5516E,14-Mar-23,SMYPC,," 2,000.00 ", 57.78 ,8647AI-8686AI,STD,8,6.5,130,40,,130,130,120,120,120,120,120,120,120,130,130,130,,LDPE(HMI)
3333,GA2595E,17-Mar-23,UCC,, 73.67 , 20.56 ,8841AI-8843AI,STD,1,85,400,40/40,,,,220,220,220,220,220,220,220,220,220,220,,VACUUM ON/COIL SCREW/NO AGITATOR/ 90-100 PPG
3334,IA1770E,17-Mar-23,EVERBRIGHT,, 9.83 , 26.81 ,8847AI,STD,1,80,400,60/60,,,,150,150,150,150,150,150,150,150,140,120,,VACUUM ON/LDPE(HMI)
3335,WA3827E,17-Mar-23,IN-HOUSE,, 614.64 , 58.54 ,8615AI-8619AI; 8780AI-8781AI,STD,3,6,20,40/40,,,,,,,150,150,160,160,170,170,170,,HDPE(HMI)
3336,WA15190E,18-Mar-23,NMH,," 1,700.00 ", 60.36 ,8397AI-8413AI,STD,3,8.3,40,60/60,,,,,,,180,180,180,180,180,200,180,,(52-62 PPG) / PP
3337,WA14068E,17-Mar-23,Zeller,, 290.39 , 60.08 ,8844AI-8846AI,STD,3,6,28,40/40,,,,,,,150,150,140,140,150,150,150,,HDPE(HMI)
3338,BA15831E,18-Mar-23,AWIN,, 54.84 , 21.94 ,8891AI,STD,1,70,400,60/60,,140,140,150,150,150,150,150,150,150,150,140,120,,LDPE HMI
3339,BA7924E,18-Mar-23,AMAZON(corr),, 655.00 , 71.85 ,8912AI-8924AI,STD,8,8.3,230,40/40,,180,180,170,170,170,170,180,180,180,180,200,200,,HDPE(HMI)
3340,VA4086E,17-Mar-23,ALPHATECH,, 246.92 , 17.85 ,8948AI-8957AI,STD,1,90,400,40/40,,,,140,140,150,150,150,150,150,150,140,120,,LDPE HMI
3341,GA6050E,18-Mar-23,GLOBAL KONTEINER,, 55.62 , 25.67 ,8946AI-8947AI,STD,1,80,400,40/40,,,,180,180,180,180,180,180,180,180,200,180,,PP
3342,GA4921E,20-Mar-23,Everest,, 250.00 , 76.92 ,8892AI-8896AI,STD,3,35,8.3,40/40,,,,,,,150,150,140,140,140,150,150,,LDPE(HMI)
3343,GA4921E,20-Mar-23,Everest,, 243.26 , 71.20 ,8897AI-8901AI,STD,3,35,8.3,40/40,,,,,,,150,150,140,140,140,150,150,,LDPE(HMI)
3344,GA4352E,20-Mar-23,ZELLER,, 100.49 , 48.24 ,8925AI-8926AI,STD,3,30,40,40/40,,,,,,,180,180,180,180,180,200,180,,PP
3345,CA1578E,20-Mar-23,JR HOLSTER,, 507.10 , 63.65 ,8880AI-8890AI,STD,8,10,300,40/40,,160,160,160,160,160,160,170,170,170,170,170,170,,LDPE(HMI)
3346,BA14304E,20-Mar-23,PHIL-TOP,, 297.02 , 68.54 ,8902AI-8907AI,STD,8,13,280,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3347,BA9159E,20-Mar-23,EVEREST,," 1,505.22 ", 83.01 ,8849AI-8879AI,STD,8,8.5,350,40/40,,150,150,160,160,160,160,160,160,170,170,180,180,,LDPE(HMI)
3348,GA14271E,20-Mar-23,PHIL-TOP,, 165.28 , 69.84 ,8908AI-8911AI,STD,3,8.3,38,40/40,,,,,,,150,150,140,140,140,150,150,,LDPE(HMI)
3349,DA15568E,21-Mar-23,PHIL-TOP,, 246.43 , 50.64 ,8935AI-8939AI,STD,3,8.5,26,40/40,,,,,,,140,140,130,130,120,140,150,,LDPE(HMI)
3350,KA7129E,21-Mar-23,H&E,, 54.78 , 50.57 ,8927AI-8928AI,STD ,3,8,22,40/40,,,,,,,180,180,180,180,180,200,180,,PP
3351,KA14303E,21-Mar-23,PHIL-TOP,, 250.00 , 66.67 ,8940AI-8944AI,STD,3,8.3,35,40/40,,,,,,,130,130,110,110,130,130,150,,LDPE(HMI)
3352,KA14303E,21-Mar-23,PHIL-TOP,, 48.21 , 52.59 ,8945AI,STD,3,8.3,35,40/40,,,,,,,130,130,110,110,130,130,150,,LDPE(HMI)
3353,WA3827E,21-Mar-23,EASTERN,, 290.23 , 50.04 ,8958AI-8963AI,STD,3,6.6,20,40/40,,,,,,,150,150,160,160,170,170,170,,HDPE(HMI)
3354,TA15569E,21-Mar-23,PHIL-TOP,, 252.12 , 59.32 ,8930AI-8934AI,STD,8,9,210,40/40,,160,160,150,150,150,150,160,160,160,170,170,170,,LDPE(HMI)
3355,VA4086E,21-Mar-23,EASTERN,, 341.42 , 85.36 ,8965AI-8978AI,STD,8,18,300,40/40,,140,140,140,140,150,150,150,150,150,150,140,120,,VACUUM ON/LDPE(HMI)
3356,VA4086E,21-Mar-23,IN-HOUSE(trial),, 100.00 , 75.00 ,8979AI-8982AI,STD,8,18,300,40/40,,140,140,140,140,150,150,150,150,150,150,140,120,,VACUUM ON/LDPE(HMI)
3357,MA4088E,17-Mar-23,STARKSON(corr),, 49.81 , 24.91 ,8835AI,STD,1,90,400,40/40,,,,150,150,150,150,150,150,150,150,140,120,,LDPE HMI
3358,BA5516E,22-Mar-23,SMYPC,," 2,441.00 ", 60.27 ,8687AI-8734AI,STD,8,6.5,130,40,,130,130,120,120,120,120,120,120,120,130,130,130,,LDPE(HMI)
3359,CA13043E,21-Mar-23,FORTUNE,, 248.75 , 27.14 ,8988AI-8992AI,STD,8,5.1,130,40/40,,160,160,160,160,160,160,160,160,160,160,170,170,,RUBBER
3360,BA7924E,22-Mar-23,AMAZON(corr),, 692.32 , 72.88 ,9076AI-9089AI,STD,3,8.5,32,40/40,,,,,,,140,140,130,130,140,140,150,,HDPE(HMI)
3361,BA9550E,22-Mar-23,PLASTIMER,, 56.03 , 51.72 ,9030AI-9031AI,STD,3,8,22,40/40,,,,,,,180,180,180,180,180,200,180,,PP
3362,GA13854E,22-Mar-23,REIMAGINE,, 49.14 , 53.61 ,9023AI,STD,3,10,35,40/40,,,,,,,130,130,140,140,140,150,150,,LDPE(HMI)
3363,TA15557E,22-Mar-23,I-TUNG,, 207.05 , 42.11 ,8983AI-8987AI,STD,3,8,28,40/40,,,,,,,140,140,140,130,130,130,150,,LDPE(HMI)
3364,GA4921E,22-Mar-23,Everest,, 392.52 , 63.31 ,9096AI-9103AI,STD,3,9,36,40/40,,,,,,,150,150,140,140,130,150,150,,LDPE(HMI)
3365,WA13000E,23-Mar-23,PREMIER,," 1,463.00 ", 51.79 ,9112AI-9126AI,STD,3,8.3,25,40/40,,,,,,,150,150,140,140,150,150,150,,LDPE(HMI)
3366,BA12556E,23-Mar-23,PACKAGE WORLD,, 689.45 , 65.66 ,9073AI-9075AI,STD,5,25,140,60/60,,,150,150,150,150,150,150,150,160,160,160,140,,RUBBER
3367,WA15123E,24-Mar-23,GILVAN,," 1,966.42 ", 65.37 ,9128AI-9147AI,STD,3,30,40,60/60,,,,,,,140,140,140,150,150,150,150,,LDPE(HMI)
3368,KA14303E,24-Mar-23,PHIL-TOP(corr),, 308.07 , 77.02 ,9104AI-9109AI,STD,8,10,280,40/40,,150,150,150,150,150,150,160,160,160,170,170,170,,LDPE(HMI)
3369,YA7822E,24-Mar-23,EASTERN,, 197.84 , 62.48 ,9090AI-9093AI,STD,8,10,350,40/40,,150,150,150,150,150,150,150,150,160,160,170,170,,LDPE(HMI)
3370,BA4140E,24-Mar-23,EVERBRIGHT,," 1,013.66 ", 65.35 ,9032AI-9072AI,STD,8,14,400,60/60,,180,180,160,160,160,160,160,170,170,180,180,180,,VACUUM ON/LDPE(HMI)
3371,WA15190E,24-Mar-23,NMH,," 1,000.00 ", 74.07 ,8414AI-8423AI,STD,5,15,300,60/60,,,200,200,180,180,180,180,180,180,180,200,200,,(52-62 PPG) / PP
3372,WA15190E,25-Mar-23,NMH,," 4,056.57 ", 70.55 ,8424AI-8465AI,STD,5,15,300,60/60,,,200,200,180,180,180,180,180,180,180,200,200,,(52-62 PPG) / PP
3373,WA6365E,25-Mar-23,PHILPLAST,, 379.68 , 76.70 ,9267AI-9270AI,STD,3,9,24,60/60,,,,,,,150,150,140,140,150,150,150,,VACUUM ON / LDPE(HMI)
3374,GA13854E,25-Mar-23,REIMAGINE(corr),, 49.31 , 59.17 ,9311AI,STD,8,8,280,40/40,,150,150,150,160,160,160,160,160,160,170,170,170,,LDPE(HMI)
3375,TA15557E,25-Mar-23,I-TUNG,, 25.00 , 57.69 ,9308AI,STD,8,10,280,40/40,,150,150,150,160,160,160,170,170,170,170,170,170,,LDPE(HMI)
3376,TA15557E,25-Mar-23,I-TUNG,, 223.30 , 71.65 ,9262AI-9266AI,STD,8,10,280,40/40,,150,150,150,160,160,160,170,170,170,170,170,170,,LDPE(HMI)
3377,BA9159E,25-Mar-23,EVEREST(corr),, 102.34 , 87.72 ,9260AI-9261AI,STD,8,8,300,40/40,,150,150,150,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3378,OA7922E,27-Mar-23,GILVAN,, 101.00 , 57.71 ,9309AI-9310AI,STD,8,10,250,40/40,,150,150,150,150,160,160,160,160,170,170,170,170,,HDPE(HMI)
3379,DA5176E,27-Mar-23,EVEREST,, 768.26 , 85.20 ,9196AI-9211AI,STD,8,13,300,40/40,,180,180,160,160,160,160,160,170,170,170,180,180,,LDPE(HMI)
3380,DA5176E,27-Mar-23,EVEREST(corr),, 107.00 , 98.77 ,9212AI-9213AI,STD,8,13,300,40/40,,180,180,160,160,160,160,160,170,170,170,180,180,,LDPE(HMI)
3381,TA15569E,25-Mar-23,PHIL-TOP,, 273.31 , 62.83 ,9317AI-9322AI,STD,8,9,300,40/40,,160,160,150,150,150,150,160,160,160,170,170,170,,LDPE(HMI)
3382,WA3827E,27-Mar-23,EASTERN,, 190.93 , 62.96 ,9148AI-9149AI,STD,3,7,22,40/40,,,,,,,160,160,170,180,180,180,180,,HDPE(HMI)
3383,WA11278E,27-Mar-23,FORTUNE-DARUMA,, 499.28 , 26.46 ,9025AI-9029AI,STD,3,4,10,40/40,,,,,,,160,160,150,150,160,170,180,,RUBBER
3384,KA2871E,28-Mar-23,EVEREST,," 1,244.00 ", 70.82 ,9276AI-9300AI,STD,8,13,350,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE HMI
3385,WA15192E,27-Mar-23,KPC,, 458.50 , 53.73 ,8993AI-8997AI,STD,3,30,40,60/60,,,,,,,180,180,180,180,200,200,200,,PP
3386,RA5277E,29-Mar-23,EVERGOOD,, 502.14 , 68.47 ,9214AI-9224AI,STD,3,30,38,40/40,,,,,,,150,150,110,110,110,120,120,,VACUUM ON / LDPE(HMI)
3387,RA15449E,29-Mar-23,GILVAN,, 79.18 , 34.18 ,9313AI-9314AI,STD,3,7.5,18,40/40,,,,,,,130,130,140,140,140,150,150,,LDPE(HMI)
3388,KA9045E,29-Mar-23,EVEREST,," 1,650.00 ", 81.15 ,9150AI-9182AI,STD,8,13,300,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE HMI
3389,WA15192E,29-Mar-23,KPC,," 2,444.22 ", 67.27 ,8997AI-9022AI,STD,5,22,140,60/60,,,180,180,180,180,180,180,190,190,200,200,200,,PP
3390,GA0495E,30-Mar-23,UNA,, 73.54 , 58.83 ,9390AI-9391AI,STD,8,20,380,60/60,,150,150,150,160,160,160,170,170,170,170,170,170,,LDPE HMI / VACUUM ON
