id, Code ,Date, Customer , Qty Input (Kg) , Qty Output (Kg) , Output/Hr , Lot #'s ,Screw Config., MC # , Feed Rate , RPM ,Screen,Z13,Z12, Z11 , Z10 , Z9 , Z8 , Z7 , Z6 , Z5 , Z4 , Z3 , Z2 , Z1 , Resin used , REMARKS 
3103,WA15151E,26-Jan-23,PACKAGEWORLD,," 1,988.00 ", 63.96 ,6816AI-6823AI,STD,5,9,260,40/40,,,,140,140,150,150,150,160,160,160,160,140,,RUBBER
3104,GA13854E,27-Jan-23,REIMAGINE,, 102.66 , 61.60 ,6783AI-6784AI,STD,8,20,380,40/40,,150,150,150,160,160,160,170,170,170,170,170,170,,LDPE(HMI)
3105,TA15557E,27-Jan-23,I-TUNG,, 203.10 , 62.49 ,6763AI-6766AI,STD,8,20,380,40/40,,150,150,150,160,160,160,170,170,170,170,170,170,,LDPE(HMI)
3106,WA15151E,28-Jan-23,PACKAGEWORLD,, 242.92 , 57.16 ,6824AI,STD,5,9,260,40/40,,,,140,140,150,150,150,160,160,160,160,140,,RUBBER
3107,DA5176E,28-Jan-23,EVEREST(corr),, 107.16 , 91.85 ,6879AI-6880AI,STD,8,16,320,40/40,,180,180,160,160,160,160,160,170,170,170,180,180,,LDPE(HMI)
3108,DA5176E,28-Jan-23,EVEREST,, 775.00 , 90.28 ,6863AI-6878AI,STD,8,16,320,40/40,,180,180,160,160,160,160,160,170,170,170,180,180,,LDPE(HMI)
3109,YA5188E,28-Jan-23,Evergood,, 246.83 , 77.95 ,6795AI-6799AI,STD,8,180,400,40/40,,150,150,160,160,160,160,160,170,170,170,180,180,,LDPE HMI
3110,KA9732E,28-Jan-23,Alphatech,, 54.40 , 54.40 ,6794AI,STD,8,11,200,40/40,,160,160,170,170,170,170,170,170,170,170,170,170,,LDPE HMI
3111,DA9936E,28-Jan-23,TRADESPHERE,, 55.61 , 66.73 ,6836AI-6837AI,STD,8,9,250,40/40,,150,150,150,150,150,150,150,150,160,160,170,170,,LDPE HMI
3112,GA8012E,28-Jan-23,TRADESPHERE,, 24.73 , 49.46 ,6838AI,STD,8,20,380,40/40,,150,150,150,160,160,160,170,170,170,170,170,170,,LDPE HMI
3113,GA14271E,27-Jan-23,PHIL-TOP(corr),, 99.65 , 56.94 ,6790AI-6791AI,STD,8,10,250,40/40,,140,140,150,150,160,160,160,170,170,170,180,180,,LDPE(HMI)
3114,GA14271E,28-Jan-23,PHIL-TOP,, 206.18 , 58.91 ,6785AI-6789AI,STD,8,10,250,40/40,,140,140,150,150,160,160,160,170,170,170,180,180,,LDPE(HMI)
3115,WA15135E,28-Jan-23,QUALITY PAPER,," 1,016.53 ", 45.76 ,6753AI-6762AI,STD,3,7.5,12,60/60,,,,,,,130,130,90,90,90,90,130,,LDPE(HMI)
3116,BA12556E,30-Jan-23,PACKAGE WORLD,, 219.87 , 41.23 ,6800AI,STD,5,25,140,60/60,,,150,150,150,160,160,160,160,140,140,140,140,,RUBBER
3117,WA6947E,30-Jan-23,ATLANTA(corr),, 201.50 , 58.98 ,7026AI-7027AI,STD,3,8.3,20,40/40,,,,,,,180,180,180,180,180,200,180,,PP
3118,WA14068E,30-Jan-23,Zeller,, 284.79 , 55.30 ,6833AI-6835AI,STD,3,6.2,25,40/40,,,,,,,180,180,180,180,180,200,180,,HDPE(HMI)
3119,IA5758E,30-Jan-23,EVEREST,, 200.00 , 87.89 ,6845AI-6848AI,STD,8,200,380,60/60,,,150,150,160,160,160,170,170,170,170,170,170,,VACUUM ON
3120,IA5758E,30-Jan-23,EVEREST,, 690.20 , 89.44 ,6849AI-6862AI,STD,8,200,380,60/60,,,150,150,160,160,160,170,170,170,170,170,170,,VACUUM ON
3121,WA15151E,31-Jan-23,PACKAGEWORLD,," 1,236.00 ", 63.93 ,7028AI-7032AI,STD,5,9,260,40/40,,,,140,140,150,150,150,160,160,160,160,140,,RUBBER
3122,WA15190E,31-Jan-23,NMH,," 10,109.79 ", 63.00 ,6924AI-7025AI,STD,3,30,40,60/60,,,,,,,180,180,180,180,180,200,180,,(52-62 PPG) / PP
3123,IA1770E,31-Jan-23,EVERBRIGHT,, 95.47 , 57.28 ,6883AI-6886AI,STD,8,110,390,60/60,,150,150,150,150,160,160,160,160,170,170,170,170,,VACUUM ON/LDPE(HMI)
3124,IA1770E,31-Jan-23,EVERBRIGHT,, 900.00 , 65.85 ,6887AI-6922AI,STD,8,110,390,60/60,,150,150,150,150,160,160,160,160,170,170,170,170,,VACUUM ON/LDPE(HMI)
3125,GA15664E,1-Feb-23,SENTINEL,, 78.85 , 63.08 ,7045AI-7046AI,STD,8,20,380,40/40,,150,150,150,160,160,160,170,170,170,170,170,170,,LDPE(HMI)
3126,GA13854E,1-Feb-23,REIMAGINE(corr),, 106.00 , 60.57 ,6827AI-6828AI,STD,8,20,380,40/40,,150,150,150,160,160,160,170,170,170,170,170,170,,LDPE(HMI)
3127,GA14271E,1-Feb-23,PHIL-TOP(corr),, 108.75 , 59.32 ,6825AI-6826AI,STD,8,10,250,40/40,,140,140,150,150,160,160,160,170,170,170,180,180,,LDPE(HMI)
3128,IA15764E,1-Feb-23,I-TUNG,, 29.41 , 40.10 ,6829AI,STD,8,10,250,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3129,BA12556E,1-Feb-23,PACKAGE WORLD,," 3,646.00 ", 63.65 ,6801AI-6815AI,STD,5,25,140,60/60,,,150,150,150,150,150,150,150,160,160,160,140,,RUBBER
3130,GA2595E,2-Feb-23,alcos global,, 219.51 , 30.77 ,7086AI-7094AI, STD ,8,10,300,40/40,,250,250,230,230,230,230,230,230,230,230,230,230,,90-100 ppg / PET
3131,OA15542E,2-Feb-23,PLEXCO,, 104.02 , 52.01 ,7082AI-7083AI,STD,8,10,250,40/40,,150,150,150,150,150,150,160,160,160,170,170,170,,LDPE(HMI)
3132,VA15501E,2-Feb-23,PLEXCO,, 100.00 , 75.95 ,7084AI-7085AI,STD,8,280,8,40/40,,150,150,150,150,150,160,160,160,160,170,170,170,,LDPE(HMI) / VACUUM ON
3133,VA4086E,2-Feb-23,EASTERN(corr),, 248.83 , 54.29 ,7039AI-7044AI,STD,8,8,160,40/40,,160,160,160,160,160,160,160,160,160,160,160,160,,VACUUM ON/LDPE(HMI)
3134,CA11698E,14-Jan-23,SMYPC,, 49.19 , 29.51 ,6174AI-6175AI,STD,3,10,15,40/40,,,,,,,150,150,150,150,150,150,160,,RUBBER
3135,BA3435E,3-Feb-23,ZELLER,, 13.20 , 26.40 ,7095AI,STD,8,7.5,290,40/40,,,,180,180,180,180,180,180,180,180,200,180,,PP
3136,WA13183E,3-Feb-23,STAR PLASTIC,, 127.65 , 63.83 ,7099AI-7101AI,STD,5,20,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,LDPE(HMI)
3137,WA15192E,3-Feb-23,KPC,," 3,047.28 ", 78.41 ,7047AI-7077AI,STD,5,22,140,60/60,,180,180,180,180,180,180,180,180,180,200,200,200,,PP
3138,YA5993E,4-Feb-23,EVERGOOD,, 509.50 , 63.69 ,7107AI-7117AI,STD,8,12,350,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3139,YA5124E,4-Feb-23,EVERGOOD,, 97.00 , 70.12 ,7102AI-7103AI,STD,8,10,250,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3140,YA5124E,4-Feb-23,EVERGOOD,, 148.81 , 73.19 ,7104AI-7106AI,STD,8,10,250,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3141,GA14271E,4-Feb-23,PHIL-TOP(corr),, 363.00 , 58.86 ,7096AI; 7118AI-7124AI,STD,8,10,250,40/40,,180,180,160,160,160,170,170,170,170,180,180,180,,LDPE(HMI)
3142,TA15557E,6-Feb-23,I-TUNG,, 206.86 , 63.65 ,7142AI-7146AI,STD,8,20,380,40/40,,150,150,150,160,160,160,170,170,170,170,170,170,,LDPE(HMI)
3143,WA3827E,6-Feb-23,IN-HOUSE,, 685.75 , 68.01 ,7033AI-7037AI; 7138AI-7139AI,STD,8,20,280,40/40,,,180,180,180,180,180,180,180,180,190,190,190,,HDPE(HMI)
3144,WA15229E,6-Feb-23,DYNAMICCAPS,," 4,906.18 ", 64.98 ,7125AI-7137AI,STD,5,50,200,40/40,,,200,200,180,180,180,180,180,180,200,200,200,,RUBBER
3145,KA9077E,6-Feb-23,ZELLER(corr),, 57.20 , 49.71 ,6792AI-6793AI,STD,8,10,260,40/40,,,180,180,180,180,180,180,180,180,180,200,180,,PP
3146,BA13871E,7-Feb-23,PHIL-TOP,, 254.45 , 77.11 ,7148AI-7153AI,STD,8,15,300,40/40,,150,150,130,130,130,130,140,140,140,140,150,150,,LDPE HMI
3147,GA13867E,7-Feb-23,PHIL-TOP,, 100.00 , 70.59 ,7154AI-7155AI,STD,8,20,380,40/40,,150,150,150,160,160,160,170,170,170,170,170,170,,LDPE HMI
3148,GA13867E,7-Feb-23,PHIL-TOP,, 153.80 , 73.82 ,7156AI-7159AI,STD,8,20,380,40/40,,150,150,150,160,160,160,170,170,170,170,170,170,,LDPE HMI
3149,IA0760E,7-Feb-23,PLACEL,, 56.00 , 51.69 ,7140AI-7141AI,STD,8,200,380,40/40,,150,150,150,160,160,160,170,170,170,170,170,170,,LDPE HMI
3150,BA9080E,8-Feb-23,ZELLER,, 50.38 , 54.96 ,7161AI,STD,8,150,300,40/40,,,180,180,180,180,180,180,180,180,180,200,180,,PP
3151,BA4521E,8-Feb-23,ZELLER,, 46.72 , 56.06 ,7160AI,STD,8,15,300,40/40,,,180,180,180,180,180,180,180,180,180,200,180,,PP
3152,BA3435E,8-Feb-23,ZELLER (Corr.),, 12.80 , 42.67 ,7231AI,STD,8,7.5,290,40/40,,,,180,180,180,180,180,180,180,180,200,180,,PP
3153,KA9045E,8-Feb-23,EVEREST,, 200.00 , 87.59 ,7174AI-7177AI,STD,3,12,35,40/40,,,,,,,150,150,150,170,170,170,170,,VACUUM ON / LDPE(HMI)
3154,KA9045E,8-Feb-23,EVEREST,," 1,908.32 ", 82.20 ,7178AI-7216AI,STD,3,9.7,20,40/40,,,,,,,150,150,150,100,100,130,150,,VACUUM ON / LDPE(HMI)
3155,KA9045E,8-Feb-23,EVEREST,, 154.72 , 84.39 ,7217AI-7219AI,STD,3,12,35,40/40,,,,,,,150,150,150,170,170,170,170,,VACUUM ON / LDPE(HMI)
3156,KA13864E,8-Feb-23,PHIL-TOP,, 134.20 , 62.42 ,7163AI-7165AI,STD,3,40,30,40/40,,,,,,,130,130,150,150,150,150,150,,LDPE HMI
3157,WA15813E,8-Feb-23,PACKAGEWORLD,, 9.85 , 32.83 ,7292AI,STD,3,30,40,40/40,,,,,,,160,160,170,170,170,180,180,,HDPE(HMI)
3158,VA4086E,8-Feb-23,EASTERN(corr),, 72.53 , 54.40 ,7166AI,STD,8,8,160,40/40,,160,160,160,160,160,160,160,160,160,160,160,160,,VACUUM ON/LDPE(HMI)
3159,VA12751E,9-Feb-23,SUMMIT,, 195.60 , 57.25 ,7169AI-7172AI,STD,8,6.4,200,60/60,,,180,180,160,160,160,160,160,160,160,200,180,,75-105 PPG / PP
3160,VA12751E,9-Feb-23,SUMMIT(re-ext),, 50.00 , 50.00 ,7173AI,STD,8,6.4,200,60/60,,,180,180,160,160,160,160,160,160,160,200,180,,75-105 PPG / PP
3161,BA15840E,9-Feb-23,GENSTAR,, 103.14 , 68.73 ,7293AI-7294AI,STD,8,20,380,40/40,,150,150,150,160,160,160,170,170,170,170,170,170,,LDPE HMI
3162,BA13023E,9-Feb-23,GENSTAR,, 100.00 , 52.17 ,7239AI-7240AI,STD,8,11,400,40/40,,170,170,160,160,160,160,170,170,170,180,180,180,,LDPE HMI
3163,BA13023E,9-Feb-23,GENSTAR,, 404.07 , 53.28 ,7241AI-7249AI,STD,8,11,400,40/40,,170,170,160,160,160,160,170,170,170,180,180,180,,LDPE HMI
3164,RA15101E,10-Feb-23,21st Century,," 2,000.00 ", 94.49 ,7250AI-7290AI,STD,8,15,330,40/40,,150,150,150,160,160,170,170,170,180,180,190,190,,LDPE(HMI)
3165,GA2595E,24-Jun-21,alcos,, 43.94 , 13.66 ,4094AG; 4095AG, STD ,3,8,28,40/40,,,,,,,200,200,200,200,200,220,220,,VACUUM ON/COIL SCREW
3166,WA3827E,10-Feb-23,IN-HOUSE,, 292.26 , 56.57 ,7235A-7238AI; 7296AI-7297AI,STD,3,5.2,20,40/40,,,,,,,160,160,160,160,160,170,180,,HDPE(HMI)
3167,YA5124E,10-Feb-23,EVERGOOD(corr),, 159.74 , 66.12 ,7232AI-7234AI,STD,3,60,50,40/40,,,,,,,140,140,140,150,150,150,160,,LDPE(HMI)
3168,VA4086E,11-Feb-23,ALPHATECH,, 242.85 , 38.34 ,7313AI-7322AI,STD,3,7,20,40/40,,,,,,,150,150,140,140,140,150,150,,VACUUM ON/LDPE(HMI)
3169,BA4520E,11-Feb-23,ZELLER(corr),, 47.25 , 43.62 ,7358AI,STD,3,30,40,40/40,,,,,,,180,180,180,180,180,200,180,,PP
3170,GA4254E,11-Feb-23,INCON,, 25.00 , 50.00 ,7333AI,STD,3,9,25,40/40,,,,,,,180,180,180,180,180,200,180,,VACUUM ON / PP
3171,GA4254E,11-Feb-23,INCON(corr),, 23.07 , 55.37 ,7334AI,STD,3,9,25,40/40,,,,,,,180,180,180,180,180,200,180,,VACUUM ON / PP
3172,GA4178E,11-Feb-23,PSP,, 100.00 , 50.00 ,7302AI-7305AI,STD,3,6,22,60/60,,,,,,,140,140,150,150,140,150,150,,LDPE(HMI) / VACUUM ON
3173,GA4178E,11-Feb-23,PSP,, 152.83 , 55.57 ,7306AI-7310AI,STD,3,6,22,60/60,,,,,,,140,140,150,150,140,150,150,,LDPE(HMI) / VACUUM ON
3174,KA4595E,11-Feb-23,EVERGOOD,, 157.56 , 72.72 ,7359AI-7362AI,STD,8,17,240,40/40,,150,150,160,160,160,170,170,170,170,170,170,170,,LDPE(HMI)
3175,RA12372E,10-Feb-23,SPI,, 505.70 , 75.86 ,7220AI-7230AI,STD,8,12,380,60/60,,180,180,160,160,160,160,170,170,170,170,170,180,,LDPE(HMI)
3176,RA15101E,10-Feb-23,21st Century(error),, 48.00 , 96.00 ,7291AI,STD,8,15,330,40/40,,150,150,150,160,160,170,170,170,180,180,190,190,,LDPE(HMI)
3177,DA7892E,11-Feb-23,Evergood,, 147.15 , 98.10 ,7369AI-7371AI,STD,8,200,380,40/40,,150,150,150,160,160,160,170,170,170,170,170,170,,LDPE HMI
3178,YA5917E,11-Feb-23,EVERGOOD,, 50.00 , 60.00 ,7372AI,STD,8,20,380,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3179,YA5917E,11-Feb-23,EVERGOOD,, 211.05 , 64.94 ,7373AI-7377AI,STD,8,20,380,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3180,VA4086E,11-Feb-23,EASTERN,," 1,131.50 ", 53.46 ,7323AI-7332AI; 7344AI-7356AI,STD,3,13,22,40/40,,,,,,,150,150,140,140,140,150,150,,VACUUM ON/LDPE(HMI)
3181,VA4086E,11-Feb-23,EASTERN(corr),, 120.00 , 55.38 ,7335AI-7337AI,STD,3,13,22,40/40,,,,,,,150,150,140,140,140,150,150,,VACUUM ON/LDPE(HMI)
3182,OA14302E,13-Feb-23,INCON,, 104.50 , 48.23 ,7378AI-7380AI,STD,8,7,300,40/40,,140,140,150,150,150,150,150,150,160,160,160,160,,LDPE(HMI)
3183,GA4921E,11-Feb-23,Everest,, 197.34 , 69.65 ,7363AI-7366AI,STD,8,13,320,40/40,,180,180,160,160,160,160,170,170,170,180,180,180,,LDPE(HMI)
3184,VA12751E,13-Feb-23,SUMMIT(corr),, 269.79 , 36.38 ,7338AI-7343AI,STD,8,15,300,60/60,,,200,180,180,180,180,180,180,180,180,180,180,,75-105 PPG / PP
3185,BA15002E,11-Feb-23,MCBRIDE,, 53.34 , 25.60 ,7367AI-7368AI,STD,8,7,250,40/40,,220,220,220,220,220,220,220,220,220,220,220,220,,90-100 ppg (PET)
3186,IA15368E,7-Jan-23,CDC(corr),, 198.13 , 29.28 ,6208AI-6211AI,STD,1,80,400,40/40,,,,150,150,150,150,160,170,170,170,150,120,,LDPE(HMI)
3187,BA13023E,14-Feb-23,GENSTAR,, 100.00 , 48.38 ,7410AI-7411AI,STD,3,30,40,40/40,,,,,,,140,140,140,140,140,150,150,,LDPE(HMI)
3188,BA13023E,14-Feb-23,GENSTAR,, 308.76 , 37.20 ,7412AI-7418AI,STD,3,30,40,40/40,,,,,,,140,140,140,140,140,150,150,,LDPE(HMI)
3189,BA4701E,14-Feb-23,INCON,, 105.00 , 52.50 ,7381AI-7383AI,STD,3,30,40,40/40,,,,,,,180,180,180,180,180,200,180,,PP
3190,YA7418E,14-Feb-23,EVEREST,, 986.37 , 77.36 ,7385AI-7404AI,STD,8,15,320,40/40,,150,150,150,150,160,160,160,160,170,170,170,170,,LDPE(HMI)
3191,MA4737E,15-Feb-23,GENSTAR,, 118.72 , 33.92 ,7405AI-7409AI,STD,8,5.8,380,40/40,,150,150,150,150,160,160,160,160,170,170,170,170,,LDPE(HMI)
3192,RA7886E,15-Feb-23,EASTERN,, 104.76 , 73.95 ,7425AI-7427AI,STD,3,50,40,40/40,,,,,,,130,130,130,130,140,150,150,,LDPE HMI
3193,GA4254E,17-Feb-23,INCON(corr),, 25.00 , 37.50 ,7419AI,STD,8,12.4,300,40/40,,180,180,180,180,180,180,180,180,180,180,180,180,,VACUUM ON / PP
3194,OA7922E,17-Feb-23,GILVAN,, 54.12 , 43.30 ,7423AI-7424AI,STD,8,10,250,40/40,,150,150,150,150,160,160,160,160,170,170,170,170,,HDPE(HMI)
3195,DA15568E,17-Feb-23,PHIL-TOP,, 261.00 , 71.18 ,7433AI-7438AI,STD,8,10,280,40/40,,150,150,150,150,150,150,150,150,150,160,160,160,,LDPE(HMI)
3196,CA11698E,18-Feb-23,SMYPC,," 2,956.70 ", 30.85 ,7439AI-7558AI,STD,8,9.4,135,40/40,,180,180,160,160,160,170,170,170,170,180,180,180,,RUBBER
3197,TA15569E,17-Feb-23,PHIL-TOP,, 206.65 , 60.48 ,7428AI-7432AI,STD,3,30,40,40/40,,,,,,,140,140,130,130,150,150,150,,LDPE(HMI)
3198,BA12615E,18-Feb-23,PLEXCO,, 179.80 , 63.46 ,7613AI-7616AI,STD,3,30,28,40/40,,,,,,,130,130,130,140,140,150,150,,LDPE HMI
3199,BA14304E,18-Feb-23,PHIL-TOP,, 258.45 , 64.08 ,7594AI-7599AI,STD,3,30,40,40/40,,,,,,,130,130,130,130,140,140,150,,LDPE(HMI)
3200,WA15123E,18-Feb-23,GILVAN,," 3,015.17 ", 98.59 ,7561AI-7591AI,STD,5,20,380,60/60,,,170,170,160,160,160,170,170,170,170,170,160,,LDPE(HMI)
3201,WA11838E,18-Feb-23,NPPET GLOBAL,, 189.28 , 54.08 ,7559AI-7560AI, STD ,5,180,380,40/40,,,230,230,220,220,220,220,220,220,220,220,200,,90-100 ppg (PET)
3202,WA15229E,18-Feb-23,DYNAMICCAPS,, 121.00 , 58.08 ,7420AI,STD,5,50,200,40/40,,,200,200,180,180,180,180,180,180,200,200,200,,RUBBER
3203,WA15816E,9-Feb-23,PACKAGEWORLD,, 182.75 , 45.63 ,7301AI,STD,5,200,6,40/40,,,,200,200,180,180,180,200,200,210,210,220,,RUBBER
3204,YA15176E,20-Feb-23,MCBRIDE,, 55.34 , 44.27 ,7592AI-7593AI,STD,3,20,380,40/40,,,,,,,130,130,150,150,150,150,150,,LDPE(HMI)
3205,MA12627E,20-Feb-23,PLEXCO,, 179.10 , 48.85 ,7617AI-7623AI,STD,3,20,380,40/40,,,,,,,140,130,150,150,150,150,150,,LDPE HMI
3206,KA15092E,20-Feb-23,SENTINEL,, 29.56 , 50.67 ,7626AI,STD,3,30,40,40/40,,,,,,,140,140,150,150,150,150,150,,LDPE HMI
3207,WA1400E,20-Feb-23,ALLIED,, 986.07 , 91.59 ,7602AI-7611AI,STD,5,25,160,60/60,,,150,150,160,160,160,160,170,170,170,170,170,,LDPE(HMI)
3208,GA7505E,21-Feb-23,TRADESPHERE,, 55.55 , 51.28 ,7706AI-7707AI,STD,3,25,26,40/40,,,,,,,130,130,150,150,150,150,150,,VACUUM ON / LDPE(HMI)
3209,WA3827E,21-Feb-23,EASTERN,, 294.14 , 60.58 ,7631AI-7634AI,STD,3,5.2,20,40/40,,,,,,,180,180,170,170,180,180,180,,HDPE(HMI)
3210,WA12841E,21-Feb-23,PHIL-TOP,, 241.58 , 65.89 ,7600AI-7601AI,STD,5,20,380,60/60,,,150,150,150,150,160,160,160,170,170,170,170,,LDPE(HMI)
3211,MA4088E,22-Feb-23,STARKSON,, 52.83 , 63.40 ,7700AI-7701AI,STD,3,7,18,40/40,,,,,,,120,110,110,110,110,120,130,,VACUUM ON / LDPE(HMI)
3212,OA2469E,22-Feb-23,H & E,, 200.00 , 80.00 ,7635AI-7638AI,STD,3,25,40,40/40,,,,,,,150,150,150,150,150,150,150,,LDPE(HMI)
3213,OA2469E,22-Feb-23,H & E,, 109.98 , 87.98 ,7639AI-7641AI,STD,3,25,40,40/40,,,,,,,150,150,150,150,150,150,150,,LDPE(HMI)
3214,OA8984E,22-Feb-23,Evergood,, 258.34 , 64.59 ,7709AI-7714AI,STD,3,40,11,40/40,,,,,,,140,140,150,150,150,180,180,,LDPE(HMI)
3215,OA8984E,22-Feb-23,EVERGOOD(corr),, 5.10 , 68.69 ,7715AI,STD,3,40,11,40/40,,,,,,,140,130,130,130,150,180,180,,LDPE(HMI)
3216,WA8512E,22-Feb-23,EVERGOOD,, 131.50 , 92.82 ,7708AI,STD,5,50,350,40,,,,140,140,150,150,150,160,160,160,160,140,,VACUUM ON / LDPE(HMI)
3217,WA8512E,22-Feb-23,EVERGOOD,, 147.11 , 80.24 ,7716AI,STD,5,50,350,40,,,,,140,150,150,150,160,160,160,160,140,,VACUUM ON / LDPE(HMI)
3218,UA8910E,22-Feb-23,STARKSON,, 263.85 , 71.96 ,7703AI-7705AI,STD,5,10,350,60/60,,,,140,140,150,150,150,150,150,150,160,140,,RUBBER
3219,VA4086E,23-Feb-23,EASTERN,, 636.55 , 45.91 ,7643AI-7655AI,STD,8,8,180,40/40,,160,160,160,160,160,160,160,160,160,160,160,160,,VACUUM ON/LDPE(HMI)
3220,VA4086E,23-Feb-23,ALPHATECH,," 1,085.70 ", 36.80 ,7656AI-7699AI,STD,8,8,160,40/40,,160,160,160,160,160,160,160,160,160,160,160,160,,VACUUM ON/LDPE(HMI)
3221,WA15192E,23-Feb-23,KPC,," 2,944.27 ", 77.04 ,7717AI-7746AI,STD,5,22,140,60/60,,,180,180,180,180,180,180,180,180,180,200,200,,PP
3222,QA15688E,23-Feb-23,CDC,, 201.31 , 63.57 ,7747AI-7750AI,STD,3,30,40,40/40,,,,,,,180,180,180,180,180,200,180,,PP
3223,GA6607E,23-Feb-23,Zeller,, 49.28 , 49.28 ,7768AI,STD,3,15,25,40/40,,,,,,,180,180,180,180,180,200,180,,PP
3224,GA4352E,23-Feb-23,ZELLER,, 150.00 , 50.00 ,7752AI-7754AI,STD,3,30,40,40/40,,,,,,,180,180,180,180,180,200,180,,PP
3225,GA4352E,23-Feb-23,ZELLER,, 55.31 , 47.41 ,7755AI-7756AI,STD,3,30,40,40/40,,,,,,,180,180,180,180,180,200,180,,PP
3226,GA5520E,23-Feb-23,H & E,, 101.43 , 46.10 ,7757AI-7758AI,STD,3,10,45,40/40,,,,,,,150,150,140,140,140,150,170,,VACUUM ON / LDPE(HMI)
3227,WA3827E,28-Feb-23,IN-HOUSE,, 397.00 , 64.38 ,7759AI-7761AI; 7764AI,STD,5,18,400,40/40,,,,190,180,180,180,180,180,150,150,180,180,,VACUUM ON/HDPE(HMI)
3228,WA13183E,23-Feb-23,STAR PLASTIC,, 255.94 , 76.78 ,7628AI-7630AI,STD,5,20,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,LDPE(HMI)
3229,BA15494E,27-Feb-23,PHIL-TOP,, 119.46 , 57.80 ,7797AI-7799AI,STD,3,30,40,40/40,,,,,,,140,140,140,140,150,150,150,,LDPE(HMI)
3230,CA1578E,27-Feb-23,GILVAN,, 56.50 , 47.08 ,7786AI-7787AI,STD,3,30,40,40/40,,,,,,,140,140,140,140,150,150,150,,LDPE(HMI)
3231,RA15449E,27-Feb-23,GILVAN,, 56.00 , 46.67 ,7788AI-7789AI,STD,3,30,40,40/40,,,,,,,130,130,140,140,140,150,150,,LDPE(HMI)
3232,KA2871E,27-Feb-23,EVEREST,," 1,237.00 ", 69.76 ,7803AI-7827AI,STD,8,15,350,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE HMI
3233,DA15568E,27-Feb-23,PHIL-TOP,, 247.61 , 64.59 ,7790AI-7794AI,STD,8,10,280,40/40,,150,150,150,150,150,150,150,150,150,160,160,160,,LDPE(HMI)
3234,YA7822E,27-Feb-23,EASTERN,, 109.00 , 54.50 ,7780AI-7782AI,STD,8,10,350,40/40,,150,150,150,150,150,150,150,150,160,160,170,170,,LDPE(HMI)
3235,VA4086E,25-Feb-23,EASTERN,, 491.65 , 48.52 ,7769AI-7778AI,STD,8,8,160,40/40,,160,160,160,160,160,160,160,160,160,160,160,160,,VACUUM ON/LDPE(HMI)
3236,WA1815E,28-Feb-23,NPPET GLOBAL,, 73.00 , 56.15 ,7763AI,STD,5,20,380,60/60,,,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3237,BA5516E,28-Feb-23,SMYPC,, 100.00 , 50.00 ,7859AI-7860AI,STD,3,5.5,15,40,,,,,,,110,110,100,100,100,130,150,,VACUUM ON/LDPE(HMI)
3238,BA5516E,28-Feb-23,SMYPC,," 2,340.00 ", 47.67 ,7861AI-7908AI,STD,3,5.3,10,40,,,,,,,110,110,190,90,130,150,150,,VACUUM ON/LDPE(HMI)
3239,GA15496E,28-Feb-23,PHIL-TOP,, 123.95 , 74.37 ,7800AI-7802AI,STD,8,10,300,40/40,,150,150,160,160,160,160,160,160,170,170,170,170,,LDPE(HMI)
3240,WA6195E,28-Feb-23,HERITAGE,, 49.58 , 74.37 ,7779AI,STD,5,20,380,60/60,,,150,150,160,160,160,170,170,170,170,170,170,,LDPE(HMI)
3241,WA12841E,28-Feb-23,PHIL-TOP,, 244.55 , 65.21 ,7795AI-7796AI,STD,5,20,380,60/60,,,150,150,150,150,160,160,160,170,170,170,170,,LDPE(HMI)
3242,GA8074E,28-Feb-23,GRNN LIRAM,, 107.32 , 80.49 ,7931AI-7933AI,STD,8,300,15,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,LDPE HMI
3243,KA4309E,28-Feb-23,HYATT PLASTIC,, 130.02 , 78.01 ,7926AI-7928AI,STD,8,140,350,60/60,,150,150,150,160,160,160,160,170,170,170,170,170,,LDPE HMI
3244,BA5516E,1-Mar-23,SMYPC,, 622.50 , 39.73 ,7909AI-7920AI,STD,3,5.5,15,40,,,,,,,110,110,100,100,100,130,150,,VACUUM ON/LDPE(HMI)
3245,QA15688E,1-Mar-23,CDC(corr),, 201.97 , 47.52 ,7922AI-7925AI,STD,8,120,400,40/40,,180,180,180,180,180,180,180,180,180,180,200,180,,PP
3246,BA9159E,1-Mar-23,EVEREST,, 100.00 , 85.71 ,7828AI-7829AI,STD,8,15,300,40/40,,150,150,160,160,160,160,160,160,170,170,180,180,,LDPE(HMI)
